loc,v(g),ev(g),iv(g),defects
57,1,1,1,0
15,2,1,2,0
23,3,1,3,0
13,1,1,1,0
12,1,1,1,0
11,2,1,2,0
16,4,1,4,0
23,2,1,1,0
24,3,3,2,0
22,4,4,2,0
91,15,11,10,0
22,4,4,2,0
38,2,1,2,0
22,4,4,2,0
22,4,1,3,0
122,22,22,8,0
54,8,8,4,0
41,11,5,4,0
17,2,1,2,0
10,1,1,1,0
23,2,1,2,0
240,16,10,11,0
128,2,1,2,0
105,1,1,1,0
40,1,1,1,0
49,1,1,1,0
27,3,1,3,0
8,1,1,1,0
4,1,1,1,0
36,3,1,3,0
75,14,1,7,0
76,12,7,8,0
53,10,3,7,0
17,5,1,2,0
67,1,1,1,0
42,1,1,1,0
38,4,1,3,0
19,2,1,1,0
82,10,7,7,0
102,13,1,6,0
55,10,1,6,0
40,4,1,3,0
17,2,1,2,0
15,1,1,1,0
68,14,12,9,0
33,6,5,4,0
57,9,5,6,0
28,5,1,2,0
83,3,1,2,0
150,18,15,7,0
32,2,1,2,0
35,4,1,4,0
44,6,1,3,0
26,6,1,3,0
23,4,1,4,0
56,9,6,2,0
143,1,1,1,0
71,4,1,3,0
102,32,28,15,0
11,1,1,1,0
58,6,4,3,0
6,1,1,1,0
139,7,1,4,0
69,10,4,7,0
16,5,5,3,0
14,4,4,3,0
30,3,1,2,0
109,11,8,5,0
47,2,1,2,0
25,3,1,2,0
32,1,1,1,0
36,3,3,2,0
7,1,1,1,0
53,10,1,2,0
18,3,1,3,0
19,1,1,1,0
8,1,1,1,0
51,6,1,3,0
193,22,8,5,0
45,19,15,1,0
34,1,1,1,0
7,1,1,1,0
29,1,1,1,0
12,4,3,3,0
17,2,1,1,0
9,3,1,1,0
26,10,9,2,0
20,7,6,2,0
7,1,1,1,0
46,5,1,2,0
34,4,1,3,0
54,7,1,4,0
6,1,1,1,0
25,2,1,2,0
5,1,1,1,0
8,1,1,1,0
4,1,1,1,0
4,1,1,1,0
5,1,1,1,0
18,7,7,3,0
26,2,1,2,0
15,3,1,3,0
18,3,3,2,0
14,3,3,2,0
15,3,1,3,0
18,3,1,3,0
31,5,1,5,0
4,1,1,1,0
29,5,1,3,0
15,3,1,3,0
69,5,1,4,0
37,10,9,1,0
80,9,5,5,0
82,13,9,7,0
42,9,8,2,0
12,1,1,1,0
22,3,1,3,0
4,1,1,1,0
19,2,1,2,0
13,2,1,2,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
15,2,1,2,0
5,1,1,1,0
43,7,1,4,0
20,1,1,1,0
25,6,4,3,0
18,1,1,1,0
11,2,1,1,0
40,7,1,7,0
69,12,1,12,0
7,1,1,1,0
12,1,1,1,0
82,14,8,7,0
29,3,1,3,0
28,3,1,3,0
6,1,1,1,0
20,3,1,2,0
45,8,8,3,0
6,1,1,1,0
4,1,1,1,0
87,4,1,3,0
37,7,6,3,0
70,12,9,8,0
40,11,11,7,0
77,10,5,3,0
17,3,3,1,0
101,6,1,4,0
51,4,1,2,0
57,10,1,5,0
55,11,3,7,0
11,4,4,1,0
137,23,5,13,0
24,4,1,3,0
30,5,5,1,0
27,3,1,3,0
21,4,1,2,0
31,7,5,3,0
25,5,5,3,0
47,10,9,4,0
25,4,4,3,0
32,6,1,2,0
17,3,1,2,0
11,2,1,1,0
13,5,1,5,0
72,10,1,5,0
10,2,1,1,0
18,3,3,2,0
34,5,1,1,0
206,47,25,21,0
10,3,3,2,0
17,4,3,1,0
15,4,3,1,0
43,14,10,1,0
8,2,1,2,0
21,3,3,1,0
45,8,6,6,0
26,7,6,4,0
27,7,3,2,0
43,7,1,1,0
32,5,1,3,0
11,5,3,3,0
35,12,12,8,0
51,8,1,6,0
8,4,3,2,0
22,4,1,3,0
44,10,8,7,0
15,4,3,2,0
13,4,1,4,0
12,3,3,1,0
75,12,1,12,0
51,8,1,6,0
30,7,1,5,0
17,3,1,3,0
25,3,1,1,0
14,3,1,2,0
22,5,4,3,0
21,4,1,3,0
79,8,4,2,0
39,13,9,2,0
8,4,3,1,0
15,6,3,2,0
13,3,1,3,0
34,13,8,2,0
56,12,12,7,0
8,5,3,1,0
13,4,3,1,0
13,4,3,1,0
7,2,1,2,0
57,7,7,7,0
26,3,1,3,0
21,8,1,3,0
19,4,1,2,0
57,14,14,5,0
14,3,3,2,0
57,14,13,6,0
36,7,7,2,0
23,6,6,4,0
15,4,1,2,0
22,7,5,2,0
18,9,9,1,0
42,15,14,2,0
8,2,1,1,0
17,6,5,1,0
59,17,14,9,0
9,4,1,2,0
90,10,9,6,0
108,16,6,3,0
9,3,1,2,0
12,4,3,2,0
8,2,1,2,0
69,14,4,6,0
43,8,5,4,0
49,9,1,6,0
62,19,15,11,0
25,4,4,2,0
30,5,3,3,0
93,5,4,4,0
64,10,1,7,0
30,8,5,3,0
50,13,4,1,0
88,16,13,10,0
12,4,3,2,0
9,4,3,2,0
70,1,1,1,0
29,3,1,3,0
26,6,6,5,0
11,3,1,3,0
12,1,1,1,0
21,4,4,3,0
136,13,8,5,0
214,24,11,10,0
14,4,4,4,0
204,18,13,13,0
10,3,1,2,0
44,5,1,5,0
17,8,6,5,0
30,2,1,2,0
15,4,1,3,0
95,21,21,8,0
19,6,3,2,0
20,7,1,4,0
20,4,4,1,0
20,4,4,1,0
64,1,1,1,0
11,3,1,3,0
65,18,4,12,0
11,3,3,2,0
13,4,4,1,0
88,8,1,8,0
78,9,8,7,0
85,38,30,4,0
23,8,4,2,0
50,12,9,1,0
89,9,3,8,0
31,7,7,3,0
67,7,3,6,0
22,8,8,1,0
38,3,1,2,0
42,10,1,9,0
24,3,1,3,0
32,6,6,4,0
39,6,4,4,0
27,2,1,2,0
31,5,4,2,0
12,2,1,2,0
11,1,1,1,0
29,5,4,2,0
75,10,5,3,0
6,1,1,1,0
32,5,3,3,0
22,4,1,3,0
22,1,1,1,0
249,32,23,12,0
16,2,1,2,0
32,4,3,3,0
21,3,3,2,0
27,3,3,2,0
28,6,3,6,0
17,1,1,1,0
8,1,1,1,0
20,5,1,2,0
12,1,1,1,0
14,2,1,2,0
14,4,3,2,0
24,4,1,3,0
24,2,1,2,0
13,3,3,1,0
17,2,1,2,0
14,3,1,1,0
42,6,3,5,0
13,4,3,1,0
15,4,3,1,0
4,1,1,1,0
17,1,1,1,0
22,4,1,3,0
19,4,1,4,0
10,2,1,2,0
17,3,1,3,0
21,1,1,1,0
24,5,1,3,0
5,1,1,1,0
22,4,1,1,0
24,6,1,2,0
58,14,6,5,0
4,1,1,1,0
12,2,1,2,0
12,2,1,2,0
6,1,1,1,0
42,6,3,5,0
47,4,1,4,0
5,1,1,1,0
5,1,1,1,0
34,7,5,4,0
4,1,1,1,0
14,2,1,2,0
4,1,1,1,0
5,1,1,1,0
4,1,1,1,0
21,2,1,2,0
5,1,1,1,0
9,1,1,1,0
15,2,1,2,0
30,6,1,1,0
14,4,1,2,0
17,2,1,2,0
12,4,3,2,0
12,3,1,2,0
41,3,1,2,0
7,2,1,2,0
11,2,1,2,0
6,1,1,1,0
20,2,1,2,0
17,2,1,2,0
5,1,1,1,0
9,2,1,2,0
44,2,1,2,0
25,2,1,2,0
5,1,1,1,0
6,1,1,1,0
7,1,1,1,0
12,2,1,2,0
21,3,3,2,0
45,4,4,4,0
19,1,1,1,0
22,5,1,5,0
10,2,1,2,0
11,2,1,2,0
10,2,1,2,0
12,1,1,1,0
18,1,1,1,0
12,1,1,1,0
14,1,1,1,0
20,1,1,1,0
14,1,1,1,0
5,1,1,1,0
7,2,1,2,0
17,3,1,3,0
8,1,1,1,0
24,2,1,2,0
24,2,1,2,0
24,2,1,2,0
13,3,1,2,0
4,1,1,1,0
12,1,1,1,0
7,1,1,1,0
6,1,1,1,0
4,1,1,1,0
4,1,1,1,0
7,1,1,1,0
7,2,1,2,0
8,2,1,2,0
14,2,1,2,0
28,5,3,4,0
23,8,5,3,0
23,8,7,8,0
24,2,1,2,0
25,3,1,3,0
15,2,1,1,0
200,26,25,16,0
22,9,9,8,0
29,8,6,8,0
168,44,42,34,0
32,5,4,5,0
102,17,14,15,0
225,43,1,35,0
37,9,7,5,0
65,8,4,6,0
17,7,7,7,0
26,9,7,9,0
13,5,4,5,0
22,1,1,1,0
13,2,1,2,0
8,1,1,1,0
6,1,1,1,0
5,1,1,1,0
6,1,1,1,0
5,1,1,1,0
17,5,3,3,0
4,1,1,1,0
12,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
19,4,1,2,0
97,16,7,3,0
87,13,7,3,0
51,15,12,2,0
626,55,21,28,0
25,4,1,4,0
47,8,7,3,0
42,7,6,3,0
29,3,1,3,0
6,1,1,1,0
22,3,1,3,0
20,2,1,2,0
91,9,1,9,0
10,1,1,1,0
45,4,1,3,0
20,2,1,1,0
27,6,1,3,0
14,1,1,1,0
17,3,1,3,0
30,5,3,2,0
6,1,1,1,0
72,6,1,1,0
65,12,8,5,0
47,4,1,3,0
8,3,1,1,0
5,1,1,1,0
8,1,1,1,0
61,13,9,5,0
7,3,3,2,0
54,9,6,4,0
5,1,1,1,0
12,3,3,2,0
63,20,18,2,0
45,4,1,2,0
32,5,3,2,0
10,3,3,2,0
10,1,1,1,0
33,5,1,2,0
40,7,4,3,0
39,7,4,3,0
255,37,9,33,0
20,3,1,1,0
8,2,1,1,0
4,1,1,1,0
78,15,12,8,0
30,4,1,2,0
63,6,1,3,0
21,3,1,3,0
42,8,1,8,0
32,7,1,6,0
7,1,1,1,0
7,1,1,1,0
89,4,4,3,0
48,10,8,5,0
105,9,6,4,0
122,13,6,8,0
33,7,1,3,0
55,7,1,3,0
25,3,1,2,0
76,11,5,6,0
171,18,16,12,0
13,2,1,1,0
23,3,1,2,0
21,3,1,1,0
47,11,7,4,0
107,10,9,1,0
137,31,14,13,0
105,21,6,13,0
53,13,12,5,0
31,5,1,5,0
36,6,4,4,0
32,6,4,5,0
66,6,3,6,0
40,5,1,5,0
49,5,1,5,0
4,1,1,1,0
33,4,1,1,0
132,15,9,6,0
32,2,1,1,0
4,1,1,1,0
42,4,1,3,0
4,1,1,1,0
37,2,1,2,0
49,5,1,4,0
51,5,1,4,0
81,30,30,16,0
92,12,7,8,0
9,2,1,2,0
9,2,1,2,0
38,26,26,11,0
5,1,1,1,0
4,1,1,1,0
11,2,1,1,0
16,2,1,1,0
49,5,1,4,0
9,2,1,1,0
98,7,4,5,0
106,8,4,5,0
54,10,10,4,0
34,4,1,2,0
27,5,1,5,0
32,6,1,6,0
40,11,1,11,0
23,3,3,1,0
60,8,5,4,0
19,2,1,2,0
17,1,1,1,0
16,3,1,2,0
17,1,1,1,0
16,3,1,2,0
23,4,4,3,0
17,2,1,2,0
12,1,1,1,0
13,1,1,1,0
4,1,1,1,0
5,1,1,1,0
40,5,1,4,0
51,6,1,5,0
10,1,1,1,0
69,7,1,5,0
5,1,1,1,0
26,5,5,3,0
6,1,1,1,0
5,1,1,1,0
15,3,1,3,0
21,3,1,1,0
29,4,1,1,0
17,2,1,2,0
32,7,1,1,0
42,5,1,5,0
109,14,10,12,0
11,2,1,2,0
40,9,1,8,0
27,5,1,4,0
32,5,5,2,0
26,4,1,2,0
11,2,1,1,0
12,2,1,2,0
20,2,1,1,0
26,3,1,1,0
26,3,1,1,0
8,1,1,1,0
32,4,1,1,0
30,7,1,1,0
56,4,1,2,0
22,2,1,1,0
16,1,1,1,0
26,2,1,2,0
18,2,1,2,0
33,1,1,1,0
4,1,1,1,0
9,1,1,1,0
28,4,1,4,0
9,1,1,1,0
61,3,1,2,0
27,4,3,2,0
29,3,1,2,0
13,2,1,1,0
9,1,1,1,0
40,11,5,6,0
18,3,3,2,0
17,2,1,2,0
15,2,1,2,0
6,1,1,1,0
24,2,1,2,0
47,6,4,4,0
48,7,7,1,0
30,1,1,1,0
29,3,3,2,0
22,2,1,2,0
30,5,1,3,0
26,3,1,1,0
18,2,1,2,0
24,4,1,4,0
16,3,1,3,0
23,3,1,1,0
237,37,18,6,0
28,11,11,3,0
32,10,3,3,0
36,13,10,4,0
37,12,3,3,0
25,5,5,3,0
89,8,1,5,0
30,5,1,1,0
103,14,8,8,0
25,5,5,3,0
9,1,1,1,0
15,6,6,3,0
12,2,1,1,0
12,2,1,1,0
25,5,5,3,0
22,3,1,1,0
20,7,7,5,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
75,2,1,1,0
16,1,1,1,0
37,6,4,2,0
5,1,1,1,0
107,8,1,5,0
22,1,1,1,0
30,3,1,2,0
16,1,1,1,0
24,5,5,5,0
15,1,1,1,0
102,30,15,7,0
15,2,1,2,0
68,6,1,4,0
43,3,1,2,0
23,1,1,1,0
11,1,1,1,0
19,3,3,2,0
13,1,1,1,0
281,7,1,7,0
48,6,4,1,0
34,6,1,4,0
18,2,1,2,0
66,10,3,9,0
14,2,1,2,0
12,1,1,1,0
12,1,1,1,0
31,1,1,1,0
19,2,1,2,0
28,4,3,4,0
66,5,1,2,0
16,2,1,2,0
111,6,1,6,0
72,2,1,2,0
52,1,1,1,0
18,1,1,1,0
266,9,1,9,0
74,1,1,1,0
57,1,1,1,0
69,2,1,2,0
95,4,1,2,0
12,2,1,2,0
25,1,1,1,0
425,28,10,22,0
110,1,1,1,0
106,1,1,1,0
30,5,1,5,0
30,5,1,5,0
519,29,1,23,0
21,1,1,1,0
245,16,1,14,0
18,1,1,1,0
16,2,1,2,0
133,3,3,2,0
192,9,7,9,0
23,2,1,2,0
15,2,1,2,0
472,13,6,7,0
38,2,1,2,0
30,4,1,4,0
127,3,1,1,0
72,1,1,1,0
78,3,1,2,0
57,1,1,1,0
100,1,1,1,0
22,5,5,3,0
138,6,1,2,0
30,1,1,1,0
48,1,1,1,0
142,5,1,5,0
89,3,1,3,0
99,3,1,3,0
360,7,1,6,0
363,8,1,7,0
15,2,1,2,0
44,9,1,7,0
27,1,1,1,0
52,2,1,2,0
69,3,1,3,0
12,2,1,2,0
404,24,1,12,0
522,28,11,21,0
253,19,1,16,0
66,12,5,9,0
52,7,1,7,0
25,2,1,2,0
230,4,1,4,0
56,5,1,3,0
108,1,1,1,0
4,1,1,1,0
26,3,1,3,0
31,7,1,3,0
31,2,1,2,0
127,48,32,25,0
19,3,1,3,0
75,16,6,12,0
51,9,9,4,0
67,6,6,2,0
101,6,1,5,0
23,5,5,3,0
99,17,1,17,0
258,14,3,9,0
130,9,1,3,0
11,2,1,2,0
64,11,4,6,0
36,1,1,1,0
16,1,1,1,0
23,3,1,3,0
67,6,6,3,0
44,3,1,1,0
23,4,4,1,0
37,4,3,3,0
50,3,1,1,0
31,2,1,2,0
423,16,1,15,0
21,1,1,1,0
140,1,1,1,0
52,5,1,3,0
58,6,4,5,0
95,15,14,10,0
102,4,1,4,0
82,3,1,2,0
24,2,1,2,0
240,2,1,2,0
137,2,1,2,0
14,2,1,2,0
90,2,1,1,0
23,1,1,1,0
7,1,1,1,0
40,1,1,1,0
83,5,5,3,0
103,5,1,4,0
26,3,1,2,0
42,5,1,5,0
33,13,5,6,0
4,1,1,1,0
69,4,1,4,0
82,12,1,8,0
28,7,6,4,0
11,2,1,2,0
12,1,1,1,0
11,1,1,1,0
28,2,1,2,0
61,1,1,1,0
63,1,1,1,0
78,1,1,1,0
45,1,1,1,0
48,3,1,2,0
14,2,1,2,0
72,4,1,2,0
152,11,3,9,0
129,1,1,1,0
35,1,1,1,0
242,1,1,1,0
8,2,1,2,0
30,5,3,2,0
26,3,1,2,0
229,8,5,8,0
213,23,20,21,0
56,14,10,7,0
13,3,1,2,0
17,2,1,2,0
52,1,1,1,0
21,1,1,1,0
35,3,1,1,0
11,1,1,1,0
27,2,1,2,0
95,1,1,1,0
96,2,1,2,0
18,2,1,2,0
16,1,1,1,0
18,1,1,1,0
18,1,1,1,0
88,3,1,3,0
140,1,1,1,0
8,1,1,1,0
75,7,1,7,0
138,1,1,1,0
29,1,1,1,0
53,10,10,6,0
61,6,5,3,0
61,9,9,5,0
32,3,3,2,0
32,1,1,1,0
18,2,1,2,0
19,2,1,2,0
19,2,1,2,0
14,5,1,4,0
5,1,1,1,0
11,2,1,2,0
13,1,1,1,0
10,1,1,1,0
8,1,1,1,0
9,2,1,2,0
7,1,1,1,0
270,45,30,14,0
53,3,1,3,0
97,9,4,5,0
27,1,1,1,0
123,4,1,4,0
236,15,1,15,0
29,1,1,1,0
238,5,1,5,0
55,3,1,3,0
31,1,1,1,0
300,8,1,8,0
135,4,3,4,0
207,11,1,4,0
104,4,3,4,0
120,5,1,4,0
32,1,1,1,0
39,1,1,1,0
49,2,1,2,0
87,4,1,2,0
90,4,1,2,0
110,5,3,3,0
352,8,1,8,0
222,6,3,4,0
89,1,1,1,0
202,6,1,6,0
68,3,1,1,0
56,3,1,1,0
43,1,1,1,0
5,1,1,1,0
86,3,3,3,0
84,4,1,4,0
77,2,1,2,0
42,1,1,1,0
40,1,1,1,0
12,1,1,1,0
10,1,1,1,0
31,1,1,1,0
4,1,1,1,0
5,1,1,1,0
19,3,1,3,0
13,2,1,2,0
11,1,1,1,0
16,2,1,2,0
96,10,5,6,0
19,2,1,2,0
12,2,1,2,0
6,1,1,1,0
16,1,1,1,0
15,1,1,1,0
65,5,3,4,0
20,1,1,1,0
55,2,1,2,0
79,6,1,3,0
23,2,1,2,0
19,2,1,2,0
19,2,1,2,0
7,1,1,1,0
43,1,1,1,0
26,3,1,3,0
23,1,1,1,0
29,3,1,2,0
7,1,1,1,0
84,9,1,4,0
6,1,1,1,0
4,1,1,1,0
6,1,1,1,0
6,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
21,3,1,2,0
4,1,1,1,0
4,1,1,1,0
20,1,1,1,0
16,2,1,2,0
8,1,1,1,0
50,8,7,6,0
11,1,1,1,0
20,4,1,2,0
15,1,1,1,0
11,1,1,1,0
17,2,1,2,0
8,3,3,2,0
4,1,1,1,0
27,3,1,3,0
38,5,1,3,0
31,3,1,2,0
4,1,1,1,0
4,1,1,1,0
7,3,1,3,0
16,3,3,2,0
7,1,1,1,0
23,4,3,3,0
9,1,1,1,0
8,1,1,1,0
18,1,1,1,0
8,5,5,1,0
29,12,1,1,0
17,1,1,1,0
22,2,1,1,0
6,1,1,1,0
10,1,1,1,0
15,1,1,1,0
5,2,1,2,0
19,1,1,1,0
15,1,1,1,0
37,10,10,3,0
14,2,1,1,0
14,2,1,1,0
5,1,1,1,0
14,3,1,3,0
16,3,1,3,0
28,5,1,2,0
5,1,1,1,0
6,1,1,1,0
11,1,1,1,0
29,6,1,6,0
11,1,1,1,0
11,1,1,1,0
8,1,1,1,0
10,2,1,2,0
64,6,1,6,0
12,1,1,1,0
33,3,1,3,0
4,1,1,1,0
10,3,1,3,0
73,9,1,8,0
100,11,6,7,0
11,1,1,1,0
11,1,1,1,0
8,2,1,2,0
8,2,1,2,0
7,1,1,1,0
4,1,1,1,0
56,9,7,5,0
39,8,1,7,0
56,9,7,8,0
18,2,1,2,0
10,1,1,1,0
6,1,1,1,0
5,1,1,1,0
21,2,1,2,0
26,4,1,2,0
30,4,1,4,0
22,5,3,5,0
37,5,1,4,0
38,5,1,4,0
14,1,1,1,0
15,2,1,2,0
11,2,1,2,0
26,3,1,3,0
11,1,1,1,0
17,1,1,1,0
10,2,1,2,0
7,1,1,1,0
8,1,1,1,0
23,3,1,3,0
9,1,1,1,0
7,1,1,1,0
9,1,1,1,0
6,1,1,1,0
15,1,1,1,0
20,3,1,2,0
25,3,1,2,0
23,3,1,2,0
35,4,1,3,0
41,6,4,6,0
23,5,3,5,0
5,1,1,1,0
11,1,1,1,0
13,2,1,2,0
8,1,1,1,0
8,1,1,1,0
14,1,1,1,0
14,3,1,3,0
8,1,1,1,0
21,2,1,2,0
12,5,3,5,0
26,2,1,2,0
26,4,1,4,0
13,2,1,2,0
26,4,1,2,0
17,1,1,1,0
5,1,1,1,0
14,3,1,2,0
3,1,1,1,0
5,1,1,1,0
13,1,1,1,0
30,1,1,1,0
9,1,1,1,0
10,1,1,1,0
9,1,1,1,0
17,2,1,2,0
17,2,1,2,0
11,2,1,1,0
5,1,1,1,0
4,1,1,1,0
16,3,1,2,0
26,3,1,3,0
10,1,1,1,0
20,1,1,1,0
22,3,1,3,0
46,11,10,7,0
26,6,6,3,0
67,18,1,18,0
4,1,1,1,0
16,4,4,4,0
10,2,1,2,0
5,1,1,1,0
5,1,1,1,0
14,2,1,2,0
4,1,1,1,0
26,3,1,3,0
67,7,1,7,0
94,25,23,12,0
5,1,1,1,0
46,17,17,17,0
26,3,1,3,0
14,3,1,1,0
47,7,7,7,0
39,13,12,9,0
28,3,1,3,0
2,1,1,1,0
21,2,1,1,0
18,8,3,1,0
7,3,1,1,0
4,1,1,1,0
16,3,3,1,0
4,1,1,1,0
69,8,6,4,0
4,1,1,1,0
22,1,1,1,0
50,5,1,3,0
93,13,9,2,0
92,5,4,2,0
17,2,1,1,0
38,3,1,2,0
13,4,4,3,0
29,1,1,1,0
133,17,1,15,0
26,4,1,3,0
23,4,1,2,0
34,2,1,2,0
9,2,1,2,0
14,2,1,2,0
30,9,9,4,0
71,8,6,5,0
72,8,6,5,0
5,3,1,2,0
21,2,1,2,0
12,2,1,2,0
27,11,9,3,0
39,6,1,4,0
32,3,1,3,0
12,2,1,2,0
35,2,1,2,0
11,3,1,3,0
14,4,1,4,0
13,2,1,1,0
12,4,4,2,0
8,3,1,2,0
31,4,1,1,0
17,5,3,3,0
81,5,1,4,0
44,7,1,5,0
9,2,1,2,0
21,2,1,2,0
13,2,1,2,0
14,3,1,2,0
26,1,1,1,0
72,16,11,5,0
30,4,1,1,0
16,3,1,2,0
42,10,5,4,0
68,24,22,10,0
25,3,1,3,0
70,13,7,6,0
14,4,4,3,0
21,2,1,2,0
19,6,1,6,0
32,3,1,2,0
29,4,1,4,0
33,4,4,3,0
19,3,1,2,0
39,9,7,7,0
19,3,1,3,0
22,3,3,1,0
20,5,1,2,0
13,5,1,2,0
9,2,1,2,0
26,6,1,3,0
26,6,1,3,0
9,2,1,2,0
15,2,1,1,0
8,1,1,1,0
5,1,1,1,0
20,5,1,2,0
19,2,1,2,0
43,5,1,3,0
6,1,1,1,0
30,2,1,1,0
7,1,1,1,0
39,13,9,2,0
8,1,1,1,0
22,2,1,2,0
10,1,1,1,0
14,2,1,2,0
21,1,1,1,0
24,6,1,3,0
21,2,1,2,0
16,2,1,2,0
12,1,1,1,0
18,5,1,2,0
4,1,1,1,0
22,2,1,2,0
42,17,12,9,0
29,5,1,5,0
29,5,1,5,0
22,3,1,3,0
22,2,1,2,0
5,1,1,1,0
11,2,1,2,0
9,1,1,1,0
31,5,1,4,0
25,3,1,3,0
5,1,1,1,0
42,17,12,9,0
12,2,1,2,0
6,1,1,1,0
8,1,1,1,0
22,3,1,3,0
16,5,1,2,0
16,5,1,2,0
15,5,1,2,0
5,1,1,1,0
21,5,1,2,0
16,5,1,2,0
65,18,1,9,0
16,5,1,2,0
5,1,1,1,0
8,2,1,2,0
29,6,4,2,0
5,1,1,1,0
15,5,1,2,0
15,2,1,2,0
11,2,1,2,0
59,9,3,2,0
51,11,8,7,0
10,2,1,2,0
6,1,1,1,0
195,25,5,14,0
287,15,13,12,0
34,6,1,3,0
46,7,6,5,0
22,4,1,4,0
23,4,1,2,0
91,12,6,8,0
34,5,1,2,0
15,2,1,2,0
62,20,19,12,0
50,11,11,10,0
31,5,1,2,0
18,6,3,2,0
15,4,1,4,0
27,5,5,2,0
60,15,15,7,0
6,1,1,1,0
5,1,1,1,0
5,1,1,1,0
21,2,1,2,0
11,3,3,2,0
11,1,1,1,0
25,5,1,1,0
23,5,1,1,0
23,5,3,2,0
56,10,6,6,0
26,5,1,1,0
23,3,1,1,0
14,1,1,1,0
7,1,1,1,0
4,1,1,1,0
4,1,1,1,0
7,1,1,1,0
7,1,1,1,0
6,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
31,4,4,3,0
32,4,4,3,0
54,2,1,2,0
125,7,1,3,0
16,4,3,2,0
4,1,1,1,0
4,1,1,1,0
14,2,1,2,0
4,1,1,1,0
24,4,4,3,0
58,10,1,4,0
13,2,1,1,0
41,4,3,3,0
17,4,1,2,0
7,1,1,1,0
7,3,1,2,0
7,2,1,2,0
33,3,1,2,0
16,3,1,3,0
59,16,13,5,0
24,8,5,5,0
70,17,12,6,0
13,1,1,1,0
95,10,1,6,0
103,14,7,10,0
9,2,1,2,0
30,5,1,3,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
22,4,3,2,0
8,1,1,1,0
7,1,1,1,0
4,1,1,1,0
19,4,1,1,0
23,3,1,2,0
96,3,1,1,0
17,4,1,2,0
12,4,3,2,0
13,4,3,2,0
11,4,3,2,0
19,5,3,3,0
61,7,1,5,0
16,6,6,1,0
20,2,1,2,0
14,2,1,2,0
23,6,1,2,0
5,1,1,1,0
17,4,1,2,0
17,16,16,16,0
17,4,1,3,0
14,2,1,2,0
36,7,1,7,0
14,1,1,1,0
8,1,1,1,0
101,15,1,6,0
5,1,1,1,0
8,1,1,1,0
12,2,1,2,0
48,3,1,3,0
4,1,1,1,0
15,1,1,1,0
106,11,4,8,0
9,2,1,2,0
42,6,3,4,0
143,44,1,1,0
7,2,1,2,0
5,3,3,1,0
60,21,13,8,0
36,4,3,4,0
17,3,3,3,0
39,6,5,6,0
18,4,4,2,0
56,15,5,5,0
101,9,1,8,0
12,2,1,2,0
8,2,1,2,0
59,7,1,1,0
59,7,1,1,0
17,3,3,3,0
18,2,1,2,0
11,2,1,2,0
46,5,1,4,0
17,3,3,3,0
34,3,3,3,0
82,9,5,9,0
123,20,7,12,0
28,3,1,3,0
25,1,1,1,0
68,6,5,6,0
5,1,1,1,0
158,29,3,14,0
4,1,1,1,0
96,12,8,7,0
4,1,1,1,0
4,1,1,1,0
377,48,19,44,0
4,1,1,1,0
4,1,1,1,0
8,1,1,1,0
18,4,4,1,0
18,2,1,1,0
18,2,1,1,0
18,2,1,1,0
74,8,1,4,0
16,5,1,1,0
11,2,1,1,0
9,1,1,1,0
29,4,1,3,0
25,6,5,2,0
14,3,3,1,0
58,10,1,4,0
61,4,1,3,0
28,3,1,3,0
24,3,1,3,0
24,3,1,3,0
17,4,1,3,0
24,3,1,3,0
24,3,1,3,0
25,3,1,3,0
25,3,1,3,0
24,3,1,3,0
24,3,1,3,0
28,7,1,3,0
158,21,10,11,0
25,9,1,3,0
24,7,1,3,0
65,10,8,4,0
17,5,1,2,0
31,8,1,5,0
20,11,5,4,0
49,11,10,6,0
67,11,9,4,0
312,39,30,14,0
30,3,1,1,0
148,30,20,16,0
15,2,1,2,0
88,13,5,5,0
67,11,1,4,0
15,7,1,7,0
17,3,1,3,0
43,6,4,5,0
9,1,1,1,0
11,1,1,1,0
28,9,1,1,0
23,2,1,2,0
33,1,1,1,0
22,5,1,1,0
42,6,1,5,0
32,7,7,4,0
87,6,1,6,0
44,4,1,4,0
67,6,1,2,0
28,3,1,3,0
22,2,1,1,0
104,18,6,10,0
4,1,1,1,0
25,2,1,2,0
38,3,1,3,0
76,5,1,5,0
193,14,5,4,0
116,23,7,11,0
54,8,1,7,0
60,9,3,5,0
92,8,1,4,0
63,17,3,5,0
18,3,1,2,0
105,11,1,7,0
55,10,6,2,0
68,4,1,3,0
8,2,1,2,0
41,10,4,5,0
411,5,1,4,0
14,2,1,2,0
14,1,1,1,0
72,23,12,7,0
15,1,1,1,0
23,2,1,2,0
14,1,1,1,0
82,26,15,7,0
42,3,1,3,0
23,2,1,2,0
63,6,1,2,0
8,1,1,1,0
107,15,8,8,0
158,20,12,6,0
61,8,1,5,0
92,9,1,4,0
28,11,1,4,0
54,10,1,4,0
14,2,1,2,0
