,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects 
5496,25,5,1,4,89,445.0,0.06,16.76,26.54,7460.29,0.15,414.46,22,0,3,0,15,17,51,38,9,0
5497,24,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5498,75,4,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5499,79,7,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,0
5500,24,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5501,95,11,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5502,106,11,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5503,107,11,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5504,88,20,15,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,39,0
5505,84,16,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,31,0
5506,85,16,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,31,0
5507,84,16,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,31,0
5508,88,20,15,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,39,0
5509,74,7,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,0
5510,95,11,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5511,104,11,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5512,104,9,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17,0
5513,55,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5514,49,4,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5515,133,7,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,0
5516,113,5,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5517,126,16,10,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,31,0
5518,333,53,1,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,54,0
5519,88,20,15,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,39,0
5520,73,11,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,0
5521,90,21,19,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35,0
5522,11,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5523,85,17,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23,0
5524,96,19,1,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5525,25,4,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5526,97,17,8,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,33,0
5527,36,3,1,2,125,655.99,0.07,14.04,46.72,9210.11,0.22,511.67,26,2,5,0,13,25,71,54,5,0
5528,28,4,1,4,73,374.44,0.13,7.56,49.51,2831.68,0.12,157.32,24,0,2,0,11,24,40,33,7,0
5529,9,1,1,1,14,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,3,0,6,5,8,6,1,0
5530,36,9,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17,0
5531,59,14,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27,0
5532,38,10,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,0
5533,45,10,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,0
5534,50,11,9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5535,38,9,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17,0
5536,57,14,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27,0
5537,38,10,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,0
5538,52,11,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5539,53,11,9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5540,15,6,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,0
5541,17,5,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5542,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5543,30,7,4,2,101,509.48,0.04,28.5,17.88,14520.29,0.17,806.68,24,0,3,1,19,14,59,42,13,0
5544,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5545,4,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4,1,4,1,1,0
5546,12,2,1,1,32,118.41,0.1,10.4,11.39,1231.51,0.04,68.42,9,0,1,0,8,5,19,13,3,0
5547,24,5,1,2,71,358.15,0.08,12.71,28.19,4550.64,0.12,252.81,21,0,1,0,16,17,44,27,7,0
5548,43,5,1,4,191,1042.75,0.05,20.77,50.21,21654.47,0.35,1203.03,36,0,7,0,14,30,102,89,9,0
5549,36,5,1,4,114,508.38,0.05,20.5,24.8,10421.69,0.17,578.98,32,0,0,0,11,11,73,41,9,0
5550,22,3,3,3,67,322.09,0.09,10.83,29.73,3489.34,0.11,193.85,16,1,1,0,13,15,42,25,5,0
5551,61,11,1,4,137,665.54,0.07,14.62,45.51,9733.57,0.22,540.75,56,0,2,0,13,16,101,36,21,0
5552,18,4,4,4,54,240.81,0.13,7.96,30.25,1917.21,0.08,106.51,13,2,1,0,9,13,31,23,7,0
5553,11,2,1,1,14,42.0,0.17,6.0,7.0,252.0,0.01,14.0,9,0,0,0,6,2,10,4,3,0
5554,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5555,4,1,1,1,9,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,0
5556,54,20,13,2,103,544.4,0.13,7.95,68.48,4327.95,0.18,240.44,49,0,2,0,9,30,50,53,39,0
5557,15,4,4,3,28,106.61,0.22,4.5,23.69,479.73,0.04,26.65,13,0,0,0,7,7,19,9,7,0
5558,9,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5559,13,3,3,2,32,142.7,0.1,10.5,13.59,1498.37,0.05,83.24,10,0,1,0,14,8,20,12,5,0
5560,78,7,6,7,297,1732.37,0.03,35.0,49.5,60632.89,0.58,3368.49,54,9,12,0,21,36,177,120,13,0
5561,26,10,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,0
5562,10,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5563,36,8,8,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,0
5564,19,3,3,1,52,244.42,0.06,17.6,13.89,4301.84,0.08,238.99,13,1,3,0,16,10,30,22,5,0
5565,12,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5566,13,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5567,32,8,1,8,84,423.73,0.07,13.75,30.82,5826.28,0.14,323.68,28,0,1,0,15,18,51,33,9,0
5568,23,2,1,1,42,178.41,0.08,12.86,13.88,2293.88,0.06,127.44,16,0,3,0,12,7,27,15,3,0
5569,19,4,1,4,43,185.84,0.13,8.0,23.23,1486.74,0.06,82.6,16,0,0,0,10,10,27,16,5,0
5570,14,3,3,1,29,123.19,0.07,14.0,8.8,1724.66,0.04,95.81,10,1,1,0,14,5,19,10,5,0
5571,4,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5572,18,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5573,12,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5574,32,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0
5575,11,5,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5576,32,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0
5577,33,4,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5578,33,4,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5579,25,5,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5580,33,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0
5581,58,6,3,5,162,899.84,0.04,25.85,34.82,23257.49,0.3,1292.08,38,7,9,1,21,26,98,64,11,0
5582,12,10,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,0
5583,18,4,1,1,35,145.95,0.2,5.0,29.19,729.74,0.05,40.54,16,0,0,0,10,8,27,8,5,0
5584,14,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5585,20,10,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,0
5586,15,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,0
5587,17,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5588,11,2,1,1,20,76.15,0.13,7.5,10.15,571.1,0.03,31.73,7,0,2,0,10,4,14,6,3,0
5589,41,10,9,7,168,875.19,0.03,34.58,25.31,30263.09,0.29,1681.28,29,6,4,2,18,19,95,73,19,0
5590,18,3,1,1,25,86.49,0.19,5.25,16.47,454.05,0.03,25.23,16,0,0,0,7,4,19,6,5,0
5591,14,3,3,1,25,102.19,0.11,9.17,11.15,936.71,0.03,52.04,10,0,2,0,11,6,15,10,5,0
5592,14,3,3,2,28,121.01,0.1,10.21,11.85,1236.07,0.04,68.67,10,0,2,0,13,7,17,11,5,0
5593,18,3,1,1,30,114.22,0.09,10.8,10.58,1233.58,0.04,68.53,13,0,2,0,9,5,18,12,5,0
5594,4,1,1,1,8,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,0
5595,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5596,10,5,5,5,62,301.19,0.06,16.29,18.49,4906.97,0.1,272.61,7,0,1,0,17,12,39,23,9,0
5597,10,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,0
5598,4,1,1,1,11,34.87,0.4,2.5,13.95,87.17,0.01,4.84,2,0,0,0,5,4,7,4,1,0
5599,4,1,1,1,9,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,0,6,2,7,2,1,0
5600,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5601,4,2,1,1,14,48.43,0.19,5.33,9.08,258.3,0.02,14.35,2,0,0,0,8,3,10,4,3,0
5602,28,3,1,3,65,301.85,0.07,13.38,22.55,4040.15,0.1,224.45,18,0,8,0,12,13,36,29,5,0
5603,24,28,28,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,55,0
5604,18,3,3,1,42,189.99,0.08,12.44,15.27,2364.32,0.06,131.35,11,0,3,1,14,9,26,16,5,0
5605,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5606,23,7,4,4,62,312.75,0.07,15.38,20.33,4811.58,0.1,267.31,17,0,4,0,20,13,42,20,13,0
5607,26,4,3,2,50,235.02,0.1,10.0,23.5,2350.22,0.08,130.57,16,0,5,3,13,13,30,20,7,0
5608,15,3,3,1,24,98.1,0.12,8.25,11.89,809.32,0.03,44.96,8,1,4,0,11,6,15,9,5,0
5609,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5610,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5611,24,4,1,2,48,225.62,0.13,7.71,29.25,1740.51,0.08,96.69,19,0,2,0,12,14,30,18,5,0
5612,24,4,1,2,48,225.62,0.13,7.71,29.25,1740.51,0.08,96.69,19,0,2,0,12,14,30,18,5,0
5613,13,1,1,1,46,175.14,0.07,15.3,11.45,2679.62,0.06,148.87,10,0,0,0,9,5,29,17,1,0
5614,53,8,1,4,121,726.0,0.05,20.74,35.01,15053.82,0.24,836.32,43,4,2,0,30,34,74,47,9,0
5615,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5616,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5617,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5618,19,6,3,4,79,383.78,0.05,18.75,20.47,7195.88,0.13,399.77,14,0,3,0,15,14,44,35,11,0
5619,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5620,40,11,1,2,88,477.51,0.07,14.32,33.35,6837.09,0.16,379.84,38,0,0,0,21,22,58,30,13,0
5621,30,7,1,7,77,377.83,0.08,13.13,28.79,4959.03,0.13,275.5,27,0,1,0,14,16,47,30,8,0
5622,24,19,19,19,160,769.18,0.05,19.74,38.97,15179.93,0.26,843.33,21,0,1,0,11,17,99,61,37,0
5623,4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
5624,20,3,3,2,59,283.63,0.1,9.75,29.09,2765.43,0.09,153.64,17,0,1,0,12,16,33,26,5,0
5625,5,1,1,1,8,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,0
5626,11,2,1,1,17,58.81,0.29,3.5,16.8,205.84,0.02,11.44,8,0,0,1,7,4,13,4,3,0
5627,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5628,13,1,1,1,21,77.71,0.13,7.88,9.87,611.96,0.03,34.0,7,1,3,0,9,4,14,7,1,0
5629,66,7,1,7,251,1506.0,0.04,22.3,67.52,33590.35,0.5,1866.13,50,9,7,0,18,46,137,114,13,0
5630,5,1,1,1,8,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,0
5631,13,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0
5632,15,4,4,1,30,111.01,0.07,13.5,8.22,1498.68,0.04,83.26,9,0,3,1,9,4,18,12,7,0
5633,39,7,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,0
5634,39,12,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23,0
5635,20,6,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,0
5636,15,5,5,2,48,222.91,0.05,19.13,11.66,4263.06,0.07,236.84,12,0,1,0,17,8,30,18,9,0
5637,16,4,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5638,23,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5639,41,6,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,0
5640,16,5,3,2,43,206.72,0.08,13.14,15.74,2715.5,0.07,150.86,13,0,1,0,17,11,26,17,9,0
5641,28,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5642,34,6,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,0
5643,11,4,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5644,32,7,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8,0
5645,70,5,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8,0
5646,46,8,1,3,93,431.88,0.04,25.45,16.97,10993.27,0.14,610.74,33,4,1,0,14,11,53,40,15,0
5647,20,22,22,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,43,0
5648,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5649,19,6,6,6,81,371.38,0.03,37.64,9.87,13979.88,0.12,776.66,13,3,1,0,17,7,50,31,11,0
5650,13,3,3,1,27,110.36,0.08,12.0,9.2,1324.34,0.04,73.57,10,0,1,0,12,5,17,10,5,0
5651,4,1,1,1,6,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,0
5652,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5653,31,6,3,2,89,413.3,0.05,18.96,21.8,7835.54,0.14,435.31,26,0,5,0,13,12,54,35,11,0
5654,17,3,1,1,30,114.22,0.09,10.8,10.58,1233.58,0.04,68.53,13,0,2,0,9,5,18,12,5,0
5655,4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
5656,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5657,4,1,1,1,10,33.22,0.29,3.5,9.49,116.27,0.01,6.46,2,0,0,0,7,3,7,3,1,0
5658,206,14,1,8,774,4494.89,0.01,69.07,65.08,310451.31,1.5,17247.29,163,18,23,0,19,37,505,269,27,0
5659,20,3,3,2,52,249.98,0.08,12.12,20.63,3028.63,0.08,168.26,16,0,2,0,15,13,31,21,5,0
5660,22,3,3,2,56,272.05,0.08,12.32,22.08,3352.01,0.09,186.22,17,0,3,0,15,14,33,23,5,0
5661,18,3,3,2,48,225.62,0.1,10.0,22.56,2256.21,0.08,125.35,14,0,2,0,13,13,28,20,5,0
5662,19,3,1,3,47,223.48,0.13,8.0,27.93,1787.84,0.07,99.32,15,0,2,0,12,15,27,20,5,0
5663,21,3,3,2,51,239.72,0.08,12.25,19.57,2936.6,0.08,163.14,16,0,3,0,14,12,30,21,5,0
5664,21,3,3,2,53,254.79,0.08,12.12,21.03,3086.88,0.08,171.49,16,0,3,0,15,13,32,21,5,0
5665,23,4,4,3,57,274.02,0.08,13.27,20.65,3636.02,0.09,202.0,19,0,2,0,15,13,34,23,7,0
5666,4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
5667,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5668,4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
5669,26,16,12,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,31,0
5670,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5671,4,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,4,0,0,0,4,1,4,1,1,0
5672,4,1,1,1,7,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2,0,0,0,6,1,6,1,1,0
5673,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5674,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5675,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5676,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5677,27,11,1,11,110,544.96,0.13,7.88,69.2,4291.57,0.18,238.42,23,0,1,1,7,24,56,54,21,0
5678,20,5,5,4,59,266.89,0.04,26.92,9.92,7183.79,0.09,399.1,15,0,3,0,17,6,40,19,9,0
5679,19,5,5,3,49,215.22,0.07,14.62,14.72,3147.64,0.07,174.87,16,0,1,0,13,8,31,18,9,0
5680,11,3,1,2,25,106.2,0.13,7.56,14.04,803.12,0.04,44.62,8,0,1,0,11,8,14,11,5,0
5681,27,5,1,1,49,224.66,0.11,9.0,24.96,2021.97,0.07,112.33,21,0,3,1,12,12,31,18,6,0
5682,12,2,1,2,34,138.97,0.18,5.6,24.82,778.25,0.05,43.24,8,0,2,0,7,10,18,16,3,0
5683,39,2,1,2,99,533.84,0.18,5.65,94.53,3014.62,0.18,167.48,31,0,6,0,8,34,51,48,3,0
5684,21,2,1,2,84,420.0,0.09,11.29,37.2,4741.58,0.14,263.42,13,1,5,0,13,19,51,33,3,0
5685,50,11,11,5,139,754.25,0.04,25.65,29.4,19348.17,0.25,1074.9,32,0,14,0,20,23,80,59,20,0
5686,69,7,6,6,156,861.68,0.04,22.87,37.68,19706.84,0.29,1094.82,33,5,23,1,19,27,91,65,13,0
5687,14,2,1,1,22,85.95,0.13,7.5,11.46,644.64,0.03,35.81,8,1,2,0,9,6,12,10,3,0
5688,4,1,1,1,9,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,0,6,2,7,2,1,0
5689,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5690,51,6,1,2,127,723.96,0.05,18.21,39.75,13186.34,0.24,732.57,34,0,14,0,17,35,52,75,7,0
5691,23,3,1,3,125,619.27,0.06,15.95,38.83,9877.43,0.21,548.75,22,0,1,0,11,20,67,58,5,0
5692,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5693,14,3,3,2,31,133.98,0.09,11.14,12.02,1492.92,0.04,82.94,10,0,2,0,13,7,19,12,5,0
5694,40,11,1,3,134,752.37,0.07,14.3,52.6,10761.19,0.25,597.84,35,0,2,1,16,33,75,59,21,0
5695,14,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5696,17,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5697,15,4,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5698,61,15,13,5,183,973.91,0.04,27.82,35.01,27092.48,0.32,1505.14,55,0,2,0,18,22,115,68,28,0
5699,16,2,1,1,23,95.91,0.14,7.07,13.56,678.21,0.03,37.68,8,1,3,0,11,7,14,9,3,0
5700,14,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5701,4,1,1,1,9,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2,0,0,0,7,2,7,2,1,0
5702,4,1,1,1,9,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2,0,0,0,7,2,7,2,1,0
5703,4,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4,1,4,1,1,0
5704,11,2,1,1,23,92.0,0.15,6.67,13.8,613.33,0.03,34.07,8,0,1,0,10,6,15,8,3,0
5705,20,5,3,2,43,206.72,0.08,13.14,15.74,2715.5,0.07,150.86,12,4,2,0,17,11,26,17,9,0
5706,4,1,1,1,6,13.93,0.5,2.0,6.97,27.86,0.0,1.55,2,0,0,0,4,1,5,1,1,0
5707,4,1,1,1,7,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2,0,0,0,6,1,6,1,1,0
5708,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5709,17,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5710,4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
5711,8,1,1,1,22,88.0,0.13,7.7,11.43,677.6,0.03,37.64,4,0,2,0,11,5,15,7,1,0
5712,33,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0
5713,21,7,7,1,56,253.32,0.05,20.57,12.31,5211.14,0.08,289.51,13,0,3,0,16,7,38,18,13,0
5714,80,8,1,7,246,1497.52,0.03,33.95,44.11,50840.66,0.5,2824.48,63,0,10,0,28,40,149,97,9,0
5715,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5716,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5717,11,2,1,2,21,79.95,0.16,6.25,12.79,499.72,0.03,27.76,9,0,0,0,10,4,16,5,3,0
5718,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5719,25,4,1,1,70,297.35,0.05,21.43,13.88,6371.89,0.1,353.99,17,0,0,4,12,7,45,25,7,0
5720,12,10,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,0
5721,21,4,1,4,43,185.84,0.13,8.0,23.23,1486.74,0.06,82.6,16,0,3,0,10,10,27,16,5,0
