,loc,v(g),ev(g),iv(g)
1522,61.0,5.0,1.0,5.0
1523,25.0,3.0,1.0,3.0
1524,12.0,1.0,1.0,1.0
1525,44.0,5.0,3.0,5.0
1526,4.0,1.0,1.0,1.0
1527,11.0,1.0,1.0,1.0
1528,57.0,9.0,1.0,6.0
1529,39.0,9.0,7.0,7.0
1530,4.0,1.0,1.0,1.0
1531,1.0,1.0,1.0,1.0
1532,4.0,1.0,1.0,1.0
1533,7.0,1.0,1.0,1.0
1534,7.0,2.0,1.0,2.0
1535,4.0,1.0,1.0,1.0
1536,3.0,1.0,1.0,1.0
1537,4.0,1.0,1.0,1.0
1538,6.0,1.0,1.0,1.0
1539,5.0,1.0,1.0,1.0
1540,20.0,2.0,1.0,2.0
1541,5.0,1.0,1.0,1.0
1542,14.0,1.0,1.0,1.0
1543,2.0,1.0,1.0,1.0
1544,2.0,1.0,1.0,1.0
1545,18.0,1.0,1.0,1.0
1546,2.0,2.0,1.0,2.0
1547,2.0,1.0,1.0,1.0
1548,9.0,2.0,1.0,1.0
1549,5.0,1.0,1.0,1.0
1550,2.0,1.0,1.0,1.0
1551,16.0,2.0,1.0,2.0
1552,17.0,2.0,1.0,2.0
1553,2.0,1.0,1.0,1.0
1554,10.0,2.0,1.0,2.0
1555,4.0,1.0,1.0,1.0
1556,2.0,1.0,1.0,1.0
1557,4.0,1.0,1.0,1.0
1558,4.0,1.0,1.0,1.0
1559,2.0,1.0,1.0,1.0
1560,1.0,1.0,1.0,1.0
1561,4.0,1.0,1.0,1.0
1562,3.0,1.0,1.0,1.0
1563,2.0,1.0,1.0,1.0
1564,1.0,1.0,1.0,1.0
1565,1.0,1.0,1.0,1.0
1566,4.0,1.0,1.0,1.0
1567,3.0,1.0,1.0,1.0
1568,2.0,1.0,1.0,1.0
1569,4.0,1.0,1.0,1.0
1570,1.0,1.0,1.0,1.0
1571,2.0,1.0,1.0,1.0
1572,4.0,1.0,1.0,1.0
1573,5.0,1.0,1.0,1.0
1574,6.0,1.0,1.0,1.0
1575,6.0,1.0,1.0,1.0
1576,3.0,1.0,1.0,1.0
1577,4.0,1.0,1.0,1.0
1578,4.0,1.0,1.0,1.0
1579,11.0,1.0,1.0,1.0
1580,2.0,1.0,1.0,1.0
1581,4.0,1.0,1.0,1.0
1582,48.0,7.0,6.0,6.0
1583,3.0,1.0,1.0,1.0
1584,11.0,1.0,1.0,1.0
1585,4.0,1.0,1.0,1.0
1586,5.0,1.0,1.0,1.0
1587,1.0,1.0,1.0,1.0
1588,4.0,1.0,1.0,1.0
1589,4.0,1.0,1.0,1.0
1590,14.0,1.0,1.0,1.0
1591,10.0,2.0,1.0,1.0
1592,15.0,2.0,1.0,2.0
1593,12.0,2.0,1.0,2.0
1594,5.0,1.0,1.0,1.0
1595,7.0,2.0,1.0,2.0
1596,7.0,1.0,1.0,1.0
1597,6.0,1.0,1.0,1.0
1598,6.0,1.0,1.0,1.0
1599,9.0,1.0,1.0,1.0
1600,2.0,1.0,1.0,1.0
1601,2.0,1.0,1.0,1.0
1602,2.0,1.0,1.0,1.0
1603,2.0,1.0,1.0,1.0
1604,2.0,1.0,1.0,1.0
1605,2.0,1.0,1.0,1.0
1606,2.0,1.0,1.0,1.0
1607,1.0,1.0,1.0,1.0
1608,1.0,1.0,1.0,1.0
1609,2.0,1.0,1.0,1.0
1610,2.0,1.0,1.0,1.0
1611,2.0,1.0,1.0,1.0
1612,2.0,1.0,1.0,1.0
1613,2.0,1.0,1.0,1.0
1614,2.0,1.0,1.0,1.0
1615,2.0,1.0,1.0,1.0
1616,2.0,1.0,1.0,1.0
1617,2.0,1.0,1.0,1.0
1618,2.0,1.0,1.0,1.0
1619,2.0,1.0,1.0,1.0
1620,2.0,1.0,1.0,1.0
1621,1.0,1.0,1.0,1.0
1622,2.0,1.0,1.0,1.0
1623,2.0,1.0,1.0,1.0
1624,1.0,1.0,1.0,1.0
1625,2.0,1.0,1.0,1.0
1626,2.0,1.0,1.0,1.0
1627,2.0,1.0,1.0,1.0
1628,2.0,1.0,1.0,1.0
1629,2.0,1.0,1.0,1.0
1630,8.0,1.0,1.0,1.0
1631,2.0,1.0,1.0,1.0
1632,1.0,1.0,1.0,1.0
1633,2.0,1.0,1.0,1.0
1634,2.0,1.0,1.0,1.0
1635,2.0,1.0,1.0,1.0
1636,2.0,1.0,1.0,1.0
1637,2.0,1.0,1.0,1.0
1638,2.0,1.0,1.0,1.0
1639,2.0,1.0,1.0,1.0
1640,2.0,1.0,1.0,1.0
1641,2.0,1.0,1.0,1.0
1642,2.0,1.0,1.0,1.0
1643,2.0,1.0,1.0,1.0
1644,2.0,1.0,1.0,1.0
1645,2.0,1.0,1.0,1.0
1646,2.0,1.0,1.0,1.0
1647,2.0,1.0,1.0,1.0
1648,23.0,1.0,1.0,1.0
1649,2.0,1.0,1.0,1.0
1650,6.0,1.0,1.0,1.0
1651,2.0,1.0,1.0,1.0
1652,2.0,1.0,1.0,1.0
1653,2.0,1.0,1.0,1.0
1654,2.0,1.0,1.0,1.0
1655,5.0,1.0,1.0,1.0
1656,6.0,1.0,1.0,1.0
1657,1.0,1.0,1.0,1.0
1658,2.0,2.0,1.0,1.0
1659,1.0,1.0,1.0,1.0
1660,3.0,3.0,1.0,2.0
1661,3.0,3.0,1.0,2.0
1662,2.0,1.0,1.0,1.0
1663,2.0,2.0,1.0,2.0
1664,2.0,1.0,1.0,1.0
1665,13.0,3.0,3.0,2.0
1666,1.0,1.0,1.0,1.0
1667,2.0,2.0,1.0,2.0
1668,3.0,3.0,3.0,2.0
1669,2.0,1.0,1.0,1.0
1670,2.0,1.0,1.0,1.0
1671,13.0,2.0,1.0,1.0
1672,2.0,1.0,1.0,1.0
1673,3.0,1.0,1.0,1.0
1674,2.0,1.0,1.0,1.0
1675,4.0,1.0,1.0,1.0
1676,4.0,1.0,1.0,1.0
1677,4.0,1.0,1.0,1.0
1678,4.0,1.0,1.0,1.0
1679,4.0,1.0,1.0,1.0
1680,4.0,1.0,1.0,1.0
1681,2.0,1.0,1.0,1.0
1682,1.0,1.0,1.0,1.0
1683,4.0,1.0,1.0,1.0
1684,1.0,1.0,1.0,1.0
1685,4.0,1.0,1.0,1.0
1686,4.0,1.0,1.0,1.0
1687,4.0,1.0,1.0,1.0
1688,4.0,1.0,1.0,1.0
1689,4.0,1.0,1.0,1.0
1690,2.0,1.0,1.0,1.0
1691,3.0,1.0,1.0,1.0
1692,28.0,3.0,3.0,2.0
1693,4.0,1.0,1.0,1.0
1694,2.0,1.0,1.0,1.0
1695,7.0,1.0,1.0,1.0
1696,9.0,2.0,1.0,1.0
1697,4.0,1.0,1.0,1.0
1698,2.0,1.0,1.0,1.0
1699,2.0,1.0,1.0,1.0
1700,2.0,1.0,1.0,1.0
1701,2.0,1.0,1.0,1.0
1702,27.0,5.0,4.0,5.0
1703,2.0,1.0,1.0,1.0
1704,1.0,1.0,1.0,1.0
1705,5.0,2.0,1.0,1.0
1706,5.0,2.0,1.0,1.0
1707,5.0,2.0,1.0,1.0
1708,5.0,2.0,1.0,1.0
1709,5.0,2.0,1.0,1.0
1710,5.0,2.0,1.0,1.0
1711,4.0,1.0,1.0,1.0
1712,4.0,1.0,1.0,1.0
1713,1.0,1.0,1.0,1.0
1714,35.0,6.0,3.0,5.0
1715,8.0,1.0,1.0,1.0
1716,10.0,2.0,1.0,2.0
1717,2.0,1.0,1.0,1.0
1718,5.0,2.0,1.0,1.0
1719,5.0,2.0,1.0,1.0
1720,5.0,2.0,1.0,1.0
1721,5.0,2.0,1.0,1.0
1722,2.0,1.0,1.0,1.0
1723,2.0,1.0,1.0,1.0
1724,2.0,1.0,1.0,1.0
1725,2.0,1.0,1.0,1.0
1726,4.0,1.0,1.0,1.0
1727,4.0,1.0,1.0,1.0
1728,16.0,2.0,1.0,2.0
1729,18.0,1.0,1.0,1.0
1730,7.0,1.0,1.0,1.0
1731,2.0,1.0,1.0,1.0
1732,2.0,1.0,1.0,1.0
1733,2.0,1.0,1.0,1.0
1734,2.0,1.0,1.0,1.0
1735,10.0,2.0,1.0,2.0
1736,5.0,1.0,1.0,1.0
1737,3.0,1.0,1.0,1.0
1738,3.0,1.0,1.0,1.0
1739,3.0,1.0,1.0,1.0
1740,3.0,1.0,1.0,1.0
1741,3.0,1.0,1.0,1.0
1742,3.0,1.0,1.0,1.0
1743,3.0,1.0,1.0,1.0
1744,3.0,1.0,1.0,1.0
1745,3.0,1.0,1.0,1.0
1746,13.0,3.0,1.0,3.0
1747,27.0,6.0,1.0,2.0
1748,43.0,4.0,1.0,2.0
1749,9.0,1.0,1.0,1.0
1750,23.0,1.0,1.0,1.0
1751,25.0,4.0,1.0,3.0
1752,4.0,1.0,1.0,1.0
1753,4.0,1.0,1.0,1.0
1754,4.0,1.0,1.0,1.0
1755,11.0,1.0,1.0,1.0
1756,4.0,1.0,1.0,1.0
1757,74.0,6.0,5.0,6.0
1758,44.0,4.0,1.0,4.0
1759,20.0,1.0,1.0,1.0
1760,13.0,1.0,1.0,1.0
1761,5.0,1.0,1.0,1.0
1762,19.0,2.0,1.0,1.0
1763,9.0,1.0,1.0,1.0
1764,19.0,2.0,1.0,1.0
1765,46.0,4.0,1.0,4.0
1766,68.0,9.0,8.0,9.0
1767,20.0,1.0,1.0,1.0
1768,14.0,1.0,1.0,1.0
1769,5.0,1.0,1.0,1.0
1770,22.0,1.0,1.0,1.0
1771,16.0,1.0,1.0,1.0
1772,5.0,1.0,1.0,1.0
1773,41.0,3.0,1.0,3.0
1774,14.0,1.0,1.0,1.0
1775,10.0,1.0,1.0,1.0
1776,44.0,4.0,1.0,4.0
1777,34.0,2.0,1.0,2.0
1778,7.0,1.0,1.0,1.0
1779,5.0,1.0,1.0,1.0
1780,7.0,1.0,1.0,1.0
1781,20.0,1.0,1.0,1.0
1782,9.0,1.0,1.0,1.0
1783,5.0,1.0,1.0,1.0
1784,74.0,9.0,7.0,6.0
1785,25.0,3.0,1.0,2.0
1786,82.0,7.0,1.0,6.0
1787,12.0,1.0,1.0,1.0
1788,13.0,1.0,1.0,1.0
1789,15.0,2.0,1.0,2.0
1790,22.0,1.0,1.0,1.0
1791,27.0,2.0,1.0,2.0
1792,34.0,3.0,1.0,3.0
1793,44.0,4.0,1.0,4.0
1794,7.0,1.0,1.0,1.0
1795,8.0,1.0,1.0,1.0
1796,102.0,13.0,10.0,11.0
1797,9.0,1.0,1.0,1.0
1798,13.0,2.0,1.0,2.0
1799,40.0,5.0,1.0,4.0
1800,5.0,1.0,1.0,1.0
1801,5.0,1.0,1.0,1.0
1802,6.0,1.0,1.0,1.0
1803,39.0,5.0,5.0,5.0
1804,3.0,1.0,1.0,1.0
1805,3.0,1.0,1.0,1.0
1806,3.0,1.0,1.0,1.0
1807,1.0,1.0,1.0,1.0
1808,34.0,1.0,1.0,1.0
1809,3.0,1.0,1.0,1.0
1810,8.0,1.0,1.0,1.0
1811,8.0,1.0,1.0,1.0
1812,39.0,3.0,1.0,3.0
1813,34.0,3.0,1.0,3.0
1814,4.0,1.0,1.0,1.0
1815,6.0,1.0,1.0,1.0
1816,24.0,4.0,3.0,2.0
1817,6.0,1.0,1.0,1.0
1818,8.0,1.0,1.0,1.0
1819,6.0,1.0,1.0,1.0
1820,12.0,1.0,1.0,1.0
1821,4.0,1.0,1.0,1.0
1822,7.0,1.0,1.0,1.0
1823,4.0,1.0,1.0,1.0
1824,4.0,1.0,1.0,1.0
1825,4.0,1.0,1.0,1.0
1826,4.0,1.0,1.0,1.0
1827,4.0,1.0,1.0,1.0
1828,7.0,1.0,1.0,1.0
1829,6.0,1.0,1.0,1.0
1830,6.0,1.0,1.0,1.0
1831,6.0,1.0,1.0,1.0
1832,1.0,1.0,1.0,1.0
1833,2.0,1.0,1.0,1.0
1834,4.0,1.0,1.0,1.0
1835,1.0,1.0,1.0,1.0
1836,9.0,1.0,1.0,1.0
1837,26.0,5.0,4.0,5.0
1838,17.0,2.0,1.0,2.0
1839,1.0,1.0,1.0,1.0
1840,31.0,4.0,3.0,3.0
1841,4.0,1.0,1.0,1.0
1842,4.0,1.0,1.0,1.0
1843,1.0,1.0,1.0,1.0
1844,1.0,1.0,1.0,1.0
1845,6.0,1.0,1.0,1.0
1846,6.0,1.0,1.0,1.0
1847,7.0,1.0,1.0,1.0
1848,1.0,1.0,1.0,1.0
1849,40.0,4.0,1.0,4.0
1850,6.0,1.0,1.0,1.0
1851,21.0,4.0,1.0,4.0
1852,1.0,1.0,1.0,1.0
1853,1.0,1.0,1.0,1.0
1854,1.0,1.0,1.0,1.0
1855,1.0,1.0,1.0,1.0
1856,10.0,1.0,1.0,1.0
1857,17.0,2.0,1.0,2.0
1858,26.0,5.0,4.0,5.0
1859,1.0,1.0,1.0,1.0
1860,1.0,1.0,1.0,1.0
1861,1.0,1.0,1.0,1.0
1862,1.0,1.0,1.0,1.0
1863,4.0,1.0,1.0,1.0
1864,4.0,1.0,1.0,1.0
1865,4.0,1.0,1.0,1.0
1866,4.0,1.0,1.0,1.0
1867,19.0,2.0,1.0,2.0
1868,11.0,1.0,1.0,1.0
1869,39.0,4.0,1.0,4.0
1870,1.0,1.0,1.0,1.0
1871,9.0,2.0,1.0,1.0
1872,1.0,1.0,1.0,1.0
1873,1.0,1.0,1.0,1.0
1874,4.0,1.0,1.0,1.0
1875,6.0,1.0,1.0,1.0
1876,2.0,1.0,1.0,1.0
1877,4.0,1.0,1.0,1.0
1878,49.0,4.0,1.0,4.0
1879,24.0,1.0,1.0,1.0
1880,46.0,3.0,1.0,3.0
1881,18.0,1.0,1.0,1.0
1882,5.0,1.0,1.0,1.0
1883,43.0,4.0,1.0,4.0
1884,20.0,1.0,1.0,1.0
1885,9.0,1.0,1.0,1.0
1886,5.0,1.0,1.0,1.0
1887,4.0,1.0,1.0,1.0
1888,162.0,28.0,16.0,16.0
1889,4.0,1.0,1.0,1.0
1890,20.0,3.0,1.0,3.0
1891,20.0,3.0,1.0,3.0
1892,20.0,3.0,1.0,3.0
1893,20.0,3.0,1.0,3.0
1894,20.0,3.0,1.0,3.0
1895,19.0,3.0,1.0,3.0
1896,19.0,3.0,1.0,3.0
1897,20.0,3.0,1.0,3.0
1898,20.0,3.0,1.0,3.0
1899,20.0,3.0,1.0,3.0
1900,20.0,3.0,1.0,3.0
1901,20.0,3.0,1.0,3.0
1902,20.0,3.0,1.0,3.0
1903,19.0,3.0,1.0,3.0
1904,4.0,1.0,1.0,1.0
1905,64.0,6.0,1.0,6.0
1906,4.0,1.0,1.0,1.0
1907,4.0,1.0,1.0,1.0
1908,4.0,1.0,1.0,1.0
1909,19.0,3.0,1.0,3.0
1910,19.0,3.0,1.0,3.0
1911,6.0,1.0,1.0,1.0
1912,4.0,1.0,1.0,1.0
1913,4.0,1.0,1.0,1.0
1914,6.0,1.0,1.0,1.0
1915,6.0,1.0,1.0,1.0
1916,9.0,1.0,1.0,1.0
1917,54.0,5.0,1.0,5.0
1918,112.0,6.0,1.0,6.0
1919,11.0,1.0,1.0,1.0
1920,22.0,1.0,1.0,1.0
1921,17.0,1.0,1.0,1.0
1922,5.0,1.0,1.0,1.0
1923,14.0,1.0,1.0,1.0
1924,10.0,1.0,1.0,1.0
1925,8.0,1.0,1.0,1.0
1926,11.0,1.0,1.0,1.0
1927,6.0,1.0,1.0,1.0
1928,7.0,1.0,1.0,1.0
1929,6.0,1.0,1.0,1.0
1930,5.0,1.0,1.0,1.0
1931,12.0,3.0,3.0,3.0
1932,16.0,1.0,1.0,1.0
1933,25.0,4.0,1.0,2.0
1934,4.0,1.0,1.0,1.0
1935,4.0,1.0,1.0,1.0
1936,11.0,2.0,1.0,2.0
1937,10.0,2.0,1.0,1.0
1938,40.0,3.0,3.0,3.0
1939,24.0,2.0,1.0,2.0
1940,9.0,1.0,1.0,1.0
1941,6.0,1.0,1.0,1.0
1942,16.0,1.0,1.0,1.0
1943,27.0,1.0,1.0,1.0
1944,15.0,1.0,1.0,1.0
1945,15.0,2.0,1.0,2.0
1946,4.0,1.0,1.0,1.0
1947,63.0,9.0,1.0,8.0
1948,4.0,1.0,1.0,1.0
1949,4.0,1.0,1.0,1.0
1950,4.0,1.0,1.0,1.0
1951,4.0,1.0,1.0,1.0
1952,4.0,1.0,1.0,1.0
1953,29.0,3.0,1.0,3.0
1954,27.0,3.0,1.0,3.0
1955,4.0,1.0,1.0,1.0
1956,3.0,1.0,1.0,1.0
1957,5.0,2.0,1.0,2.0
1958,15.0,3.0,1.0,2.0
1959,3.0,1.0,1.0,1.0
1960,4.0,1.0,1.0,1.0
1961,3.0,1.0,1.0,1.0
1962,3.0,1.0,1.0,1.0
1963,8.0,1.0,1.0,1.0
1964,5.0,1.0,1.0,1.0
1965,22.0,2.0,1.0,2.0
1966,30.0,3.0,1.0,3.0
1967,5.0,1.0,1.0,1.0
1968,18.0,3.0,1.0,3.0
1969,7.0,1.0,1.0,1.0
1970,26.0,3.0,1.0,3.0
1971,13.0,1.0,1.0,1.0
1972,2.0,1.0,1.0,1.0
1973,2.0,2.0,1.0,2.0
1974,2.0,1.0,1.0,1.0
1975,5.0,1.0,1.0,1.0
1976,1.0,1.0,1.0,1.0
1977,1.0,1.0,1.0,1.0
1978,2.0,1.0,1.0,1.0
1979,18.0,3.0,1.0,3.0
1980,1.0,1.0,1.0,1.0
1981,1.0,1.0,1.0,1.0
1982,19.0,2.0,1.0,2.0
1983,4.0,1.0,1.0,1.0
1984,3.0,1.0,1.0,1.0
1985,2.0,1.0,1.0,1.0
1986,4.0,1.0,1.0,1.0
1987,26.0,3.0,1.0,3.0
1988,1.0,1.0,1.0,1.0
1989,2.0,1.0,1.0,1.0
1990,4.0,1.0,1.0,1.0
1991,5.0,1.0,1.0,1.0
1992,1.0,1.0,1.0,1.0
1993,3.0,1.0,1.0,1.0
1994,4.0,1.0,1.0,1.0
1995,4.0,1.0,1.0,1.0
1996,23.0,3.0,1.0,3.0
1997,2.0,1.0,1.0,1.0
1998,5.0,1.0,1.0,1.0
1999,3.0,1.0,1.0,1.0
2000,3.0,1.0,1.0,1.0
2001,4.0,1.0,1.0,1.0
2002,4.0,1.0,1.0,1.0
2003,3.0,1.0,1.0,1.0
2004,6.0,1.0,1.0,1.0
2005,4.0,1.0,1.0,1.0
2006,1.0,1.0,1.0,1.0
2007,4.0,1.0,1.0,1.0
2008,16.0,1.0,1.0,1.0
2009,11.0,2.0,1.0,2.0
2010,6.0,1.0,1.0,1.0
2011,8.0,1.0,1.0,1.0
2012,19.0,5.0,4.0,5.0
2013,6.0,1.0,1.0,1.0
2014,9.0,1.0,1.0,1.0
2015,48.0,9.0,7.0,6.0
2016,4.0,1.0,1.0,1.0
2017,2.0,1.0,1.0,1.0
2018,2.0,1.0,1.0,1.0
2019,52.0,6.0,5.0,5.0
2020,2.0,1.0,1.0,1.0
2021,2.0,1.0,1.0,1.0
2022,2.0,1.0,1.0,1.0
2023,2.0,1.0,1.0,1.0
2024,2.0,1.0,1.0,1.0
2025,11.0,2.0,1.0,2.0
2026,2.0,1.0,1.0,1.0
2027,1.0,1.0,1.0,1.0
2028,2.0,1.0,1.0,1.0
2029,2.0,1.0,1.0,1.0
2030,2.0,1.0,1.0,1.0
2031,2.0,1.0,1.0,1.0
2032,2.0,1.0,1.0,1.0
2033,15.0,3.0,1.0,3.0
2034,13.0,2.0,1.0,2.0
2035,2.0,1.0,1.0,1.0
2036,2.0,1.0,1.0,1.0
2037,2.0,1.0,1.0,1.0
2038,2.0,1.0,1.0,1.0
2039,2.0,1.0,1.0,1.0
2040,2.0,1.0,1.0,1.0
2041,2.0,1.0,1.0,1.0
2042,2.0,1.0,1.0,1.0
2043,6.0,1.0,1.0,1.0
2044,8.0,2.0,1.0,2.0
2045,1.0,1.0,1.0,1.0
2046,1.0,1.0,1.0,1.0
2047,2.0,2.0,1.0,1.0
2048,3.0,3.0,1.0,2.0
2049,2.0,1.0,1.0,1.0
2050,2.0,2.0,1.0,2.0
2051,2.0,1.0,1.0,1.0
2052,2.0,2.0,1.0,2.0
2053,3.0,3.0,3.0,2.0
2054,2.0,1.0,1.0,1.0
2055,2.0,1.0,1.0,1.0
2056,9.0,2.0,1.0,1.0
2057,54.0,6.0,1.0,6.0
2058,24.0,3.0,1.0,3.0
2059,15.0,1.0,1.0,1.0
2060,2.0,1.0,1.0,1.0
2061,3.0,1.0,1.0,1.0
2062,1.0,1.0,1.0,1.0
2063,1.0,1.0,1.0,1.0
2064,9.0,2.0,1.0,2.0
2065,4.0,1.0,1.0,1.0
2066,4.0,1.0,1.0,1.0
2067,4.0,1.0,1.0,1.0
2068,4.0,1.0,1.0,1.0
2069,4.0,1.0,1.0,1.0
2070,4.0,1.0,1.0,1.0
2071,15.0,3.0,1.0,3.0
2072,15.0,3.0,1.0,3.0
2073,4.0,1.0,1.0,1.0
2074,4.0,1.0,1.0,1.0
2075,4.0,1.0,1.0,1.0
2076,2.0,1.0,1.0,1.0
2077,26.0,3.0,1.0,3.0
2078,19.0,4.0,1.0,3.0
2079,19.0,4.0,1.0,3.0
2080,20.0,5.0,1.0,3.0
2081,20.0,5.0,1.0,3.0
2082,4.0,1.0,1.0,1.0
2083,2.0,1.0,1.0,1.0
2084,2.0,1.0,1.0,1.0
2085,2.0,1.0,1.0,1.0
2086,2.0,1.0,1.0,1.0
2087,11.0,2.0,1.0,2.0
2088,10.0,2.0,1.0,2.0
2089,11.0,2.0,1.0,2.0
2090,10.0,2.0,1.0,2.0
2091,18.0,3.0,1.0,3.0
2092,17.0,1.0,1.0,1.0
2093,15.0,2.0,1.0,2.0
2094,2.0,1.0,1.0,1.0
2095,1.0,1.0,1.0,1.0
2096,2.0,1.0,1.0,1.0
2097,19.0,2.0,1.0,2.0
2098,15.0,2.0,1.0,2.0
2099,14.0,2.0,1.0,2.0
2100,14.0,2.0,1.0,2.0
2101,2.0,1.0,1.0,1.0
2102,14.0,2.0,1.0,2.0
2103,4.0,1.0,1.0,1.0
2104,19.0,2.0,1.0,2.0
2105,23.0,3.0,3.0,3.0
2106,2.0,1.0,1.0,1.0
2107,13.0,1.0,1.0,1.0
2108,11.0,2.0,1.0,2.0
